violence,protest,proccd_text,text
0,0,the invisible war waged in #turkey on those who dare to stand up speak out httpAddress #resistanbul,The invisible war waged in #Turkey on those who dare to stand up speak out http://t.co/eP2MO2BeXQ #Resistanbul
0,1,rt usrId i want to say fuck ! can i say that ? oh my sweet httpAddress httpAddress #occupygezi,"RT @myriamonde: i want to say ""fuck!"", can i say that? oh my sweet god. http://t.co/OVs42T594L #occupygezi"
0,1,rt usrId #turkey s erdogan says limited alcohol sales to prevent people from falling victim to it not to curb httpAddress #occupygezi b,"RT @wsjemre: #Turkey's Erdogan says limited alcohol sales to prevent people from falling victim to it, not to curb democracy. #occupygezi b"
0,1,protesters getting 1st aid in mosque #erdogan accused them of httpAddress #occupygezi #turkey,"Protesters getting 1st aid in mosque (#Erdogan accused them of drinking)
http://t.co/zvEp14qviJ
#geziparki #occupygezi #turkey"
0,1,photo racyagainsttheclock the peoples library at httpAddress httpAddress,Photo: racyagainsttheclock: The Peoples Library at #occupygezi... http://t.co/hQUEyyQnFm
0,0,turkey bloody friday httpAddress via usrId usrId,Turkey Bloody Friday http://t.co/G3LVfOqcuW via @9GAG @bbc
1,1,rt usrId #simsek says some journalists killed people robbed httpAddress that s why they re in httpAddress #turkey 34911712068272128 mon jun DD 10 28 13 00 2013 rt usrId #simsek says #erdogan government not imposing way of life on httpAddress #turkey 34911742330195968 mon jun DD 10 28 20 00 2013 via usrId erdogan said that his cops were very httpAddress look how brave they httpAddress #occupygezi #direnankara httpAddress,"RT @MarkABentley: #Simsek says some journalists killed people, robbed banks. That's why they're in jail. #turkey
349111712068272128,Mon Jun 24 10:28:13 +0000 2013,RT @MarkABentley: #Simsek says #Erdogan government not imposing way of life on anybody. #turkey
349111742330195968,Mon Jun 24 10:28:20 +0000 2013,""Via @Unidadpopular_a: Erdogan said that ""His cops were very brave"". Look how brave they are. #occupygezi #direnankara http://t.co/ezu8j3fRVS"
0,1,rt usrId #direnstanbul #direngeziparki #resistanbul meet where people in solidarity meet istanbul httpAddress,RT @EmekBizim: #Direnstanbul #DirenGeziParki #resistanbul Meet where people in solidarity meet: Istanbul http://t.co/VYyzzuz6Xh
0,0,protests in istanbul turkey photographs of turkish police using tear gas and water cannon to disperse httpAddress httpAddress,"Protests in Istanbul, Turkey: Photographs of Turkish police using tear gas and water cannon to disperse people... http://t.co/4zZa0DOK8a"
0,0,well done #erdogan power has gone to your head and brought your folks to the breaking point httpAddress,"Well-done #Erdogan, power has gone to your head and brought your folks to the breaking point http://t.co/zsdLdrKQqx"
0,0,rt usrId we are sending erdogan a httpAddress the message is you are not a king in this httpAddress httpAddress #turkey,"RT @guardianworld: ""We are sending Erdogan a message. The message is: 'You are not a king in this country.'"" http://t.co/PYBNLAYF7C #Turkey"
0,1,inside istanbuls taksim square httpAddress jun DD 06 43 54 00 2013 rt usrId one of the most beautiful horse in the world in httpAddress httpAddress jun DD 06 44 32 00 2013 rt usrId i am in #oslo tomorrow time to stand still ! #turkey #wearegezi #turkeynotalone #duranadam 34724364935824588 wed jun DD 06 45 12 00 2013 rt usrId international group reporters without borders rsf rwb condemns violence against journalists at #occupygezi httpAddress jun DD 06 45 22 00 2013 gezi was all a conspiracy against me ! decries fuhrer erdogan turkish prime minister vows to httpAddress httpAddress jun DD 06 46 04 00 2013 rt usrId turkey s standing man joins ranks of history s iconic symbols of human drama httpAddress vw 347243983916896256 wed jun DD 06 46 31 00 2013 dozens held in turkey silent protester goes viral reuters share with friends top news stories rss .. httpAddress,"Inside Istanbuls Taksim Square http://t.co/u6PSHkdFWa
347243324681359361,Wed Jun 19 06:43:54 +0000 2013,RT @EarthBeauties: One of the most beautiful horse in the world in Turkey. http://t.co/FJdXFa9C9s
347243481737068545,Wed Jun 19 06:44:32 +0000 2013,RT @PJenningsUNI: I am in #oslo tomorrow time to stand still!#turkey #WeAreGezi #turkeynotalone #duranadam
347243649358245888,Wed Jun 19 06:45:12 +0000 2013,RT @OccupyWallStNYC: International group Reporters Without Borders (@RSF_RWB) condemns violence against journalists at #OccupyGezi: http://
347243690865078272,Wed Jun 19 06:45:22 +0000 2013,Gezi Was All A conspiracy Against Me! Decries Fuhrer Erdogan - Turkish prime minister vows to increase... http://t.co/pC1RuoggmU
347243868351250432,Wed Jun 19 06:46:04 +0000 2013,RT @AP: Turkey's 'standing man' joins ranks of history's iconic symbols of human drama: http://t.co/hhAHndBHWC - VW
347243983916896256,Wed Jun 19 06:46:31 +0000 2013,""Dozens held in Turkey, silent protester goes viral (reuters): Share With Friends: | | Top News Stories, RSS ... http://t.co/mQwTbZshgk"
0,0,rt usrId apart from taksim alternative story for bbc is httpAddress london riots ? no wayy #occupylondon,"RT @Yusufaus: Apart from Taksim, alternative story for BBC is Messi. London riots? No Wayyy #occupylondon"
0,1,well this is interesting if you type in httpAddress akp website opens up ?! #occupygezi,"Well this is interesting, if you type in http://t.co/gURDJ0PtLl AKP website opens up?! #occupygezi"
1,1,reading the tweet updates from #turkey makes me think if we re gonna do the same httpAddress violent mob amp ,"Reading the tweet updates from #Turkey makes me think if we're gonna do the same here... ""Violent mob &amp; lots of gas on Empire &amp; Jan Smuts!"""
0,0,rt usrId pm erdoan blames people translating the news in #turkey to english and tweeting to the httpAddress similar to po,"RT @Sedat2aral: PM Erdoan blames people translating the news in #turkey to English and tweeting to the foreigners.
Amazingly similar to Po"
0,1,rt usrId what is the wishing post in the #taksim square protest camp ? httpAddress httpAddress,"RT @BBCNewsGraphics: What is the ""wishing post"" in the #Taksim Square protest camp? http://t.co/u4I8slhjDi http://t.co/KMiu1LLtep"
0,1,photo occupygezipics angry birds mock up for #direnankara httpAddress,Photo: occupygezipics: Angry Birds mock-up for #direnankara http://t.co/psolEznee1
0,1,rt usrId it s time to talk for #occupygezi ! usrId usrId usrId usrId usrId usrId usrId httpAddress,RT @tameryazar: it's time to talk for #OccupyGezi ! @Anon_Central @Hannes_Swoboda @lrozen @MartinSchulz @BarackObama @hrw @amnesty http://t
0,1,usrId usrId usrId usrId usrId how police clean people httpAddress new age in turkey,@stajyerlilith @Hannes_Swoboda @BBCWorld @Angelika_Merkel @EUCouncil how police clean people http://t.co/e7NDZ5NuUZ new age in Turkey
0,1,rt usrId more you can do to stop #turkey httpAddress tweet messages to usrId httpAddress #occupygezi,RT @amnesty: More you can do to stop #Turkey violence. Tweet messages to @Valimutlu http://t.co/ziJbdMHgpE #occupygezi
0,1,simply to stage things won t work on such big public httpAddress see usrId as an #arena with 9 99 99 live spectators as drama httpAddress,"Simply to ""stage things"" won't work on such big public #stage. See @OccupyGezi as an #arena with 9,999,999 live-spectators as drama unfolds."
1,1,rt usrId several reports that police attacked a disabled person with gas in httpAddress every day comes with a new peak of barbarism in #t,RT @oemoral: Several reports that police attacked a disabled person with gas in #Taksim. Every day comes with a new peak of barbarism in #T
0,1,rt usrId so pm erdogan finally arrives to istanbul on httpAddress fasten the seat httpAddress gezipark,RT @WashingtonPoint: So PM Erdogan finally arrives to Istanbul on Thursday. Fasten the seat belt. -- GeziPark
0,0,rt usrId yes it s real black rose from halfeti httpAddress httpAddress,"RT @GoogleFacts: Yes, it's real -- Black rose from Halfeti, Turkey. http://t.co/Jg7ck1HkL4"
0,0,rt usrId feature are we seeing a turkish spring on the streets of #istanbul ? usrId writes httpAddress #tu,RT @AlArabiya_Eng: Feature: Are we seeing a Turkish Spring on the streets of #Istanbul? @CeylanOzbudak writes: http://t.co/H6khgCuRcP #Tu
0,0,httpAddress though not httpAddress usrId there is a site reporting from several places in turkey httpAddress,Interesting. Though not verified. @desillusionism: there is a site reporting from several places in Turkey http://t.co/qUMVUkmJ9o
0,0,erdogan is waving to crowd with his wife by his httpAddress crowd is going wild chanting turkey s proud of you ! and we are with you !,Erdogan is waving to crowd with his wife by his side. Crowd is going wild - chanting 'Turkey's Proud of You!' and 'We Are With You!'
0,0,rt usrId solidarity with the people of httpAddress fuck the police,RT @itchsspeeches: Solidarity with the PEOPLE of turkey. Fuck the police
0,1,rt usrId hi everyone we re closing down our live blog for httpAddress as a volunteer collective we can t keep up this rate of,"RT @MashallahNews: Hi everyone, we're closing down our live blog for #OccupyGezi. As a volunteer collective, we can't keep up this rate of "
0,0,anonymous declares #opturkey attacks govt websites in support of protests rt news httpAddress,"Anonymous declares #OpTurkey, attacks govt websites in support of protests RT News: http://t.co/rt5r4cNdde"
0,0,rt usrId shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,RT @paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/v8bcj4693N
0,0,just commented on usrId young urban women the face of turkey amp ,"Just commented on @thejournal_ie: Young, urban women: the face of Turkey&amp;#8217;s protest movement - http://t.co/lvPpL03E2T"
0,1,rt usrId #geziparki people of the world u must know each city region country must have atleast 25 green cover amp ,"RT @GuettaIndia: #geziparki People of the world, u must know, each city, region, country must have atleast 25% green cover &amp; u have the rig"
0,0,rt usrId #turkey s police launch crackdown in istanbul few hours after pm erdogan gave final warning httpAddress usrId httpAddress,"RT @wsjemre: #Turkey's Police Launch Crackdown in Istanbul few hours after PM Erdogan gave final warning, w/ @JoeWSJ: http://t.co/dbgmdlMZr"
0,0,rt usrId #citizenradio DD arrested at #moralmonday unions join #occupygezi and an all male panel on rape in the military httpAddress,"RT @CitizenRadio: #CitizenRadio: 150 arrested at #moralmonday, unions join #OccupyGezi and an all-male panel on rape in the military http:/"
0,0,rt usrId tonight in istanbul ordinary people from all walks of life with no leader no political party are out to shout no more b,"RT @asyadada: tonight in istanbul, ordinary people from all walks of life, with no leader, no political party, are out to shout: ""no more b"
0,0,fiercest anti gov t riots in years erupt in istanbul httpAddress,Fiercest anti-gov't riots in years erupt in Istanbul http://t.co/dmbPoCvdxV
0,0,usrId usrId dont occupy turkey ! #defendturkey,@cruzcalles @YoSoy132 dont occupy turkey! #defendturkey
0,1,thanks vlad great video audio #occupygezi live at httpAddress,thanks Vlad great video audio ( #OccupyGezi live at http://t.co/7BKpo7Cb62)
0,1,rt usrId usrId usrId usrId first 475 sent to istanbul ! please give and rt ! httpAddress #direngezi #occ,RT @zisvan: @direngezi @OccupyGeziNY @OccupyGeziUK First $475 sent to Istanbul! Please give and RT! https://t.co/FtVnF2AqZ4 #direngezi #occ
0,1,a little champagne might boost your brain power httpAddress #occupygezi,A little champagne might boost your brain power http://t.co/DhNqoQBe6s #occupygezi
0,1,rt usrId somehow bagpipes yep the scottish kind appeared on the httpAddress no idea how that httpAddress #occupygezi httpAddress,"RT @zeynep: Somehow, bagpipes -- yep, the Scottish kind-- appeared on the stage. No idea how that happened. #OccupyGezi http://t.co/M64PU4"
0,0,usrId hey congrats roger you deserved httpAddress can you give a retweet for peaceful protestors in turkey pls ??,"@rogerfederer hey congrats roger,you deserved totally.. can you give a retweet for peaceful protestors in turkey pls???"
0,1,rt usrId if you have got a #twitter account please httpAddress the goverment will fell all trees in gezi park in cont httpAddress,RT @Ralph_Boes: if you have got a #twitter account please support. The goverment will fell all trees in Gezi Park in (cont) http://t.co/4pV
0,1,rt usrId 240 00 turkish workers join as mass protests reach more than DD cities httpAddress #geziparki #direngeziparki,"RT @truthout: 240,000 Turkish Workers Join As Mass Protests Reach More Than 67 Cities http://t.co/xpDyGjrwc4 #GeziParki #DirenGeziParki"
0,1,missed erdogan s remarks amp ,"Missed Erdogan's remarks &amp; interview, but sounds as if he's got his mojo back - big man provocative. #occupygezi"
0,1,rt usrId #erdogan world sees you as incredible shrinking man stop the threats engage dialogue forget the shopping httpAddress,"RT @PJenningsUNI: #Erdogan world sees you as incredible shrinking man,stop the threats,engage,dialogue,forget the shopping mall.#WeAreGezi "
1,1,rt usrId #istanbul is in httpAddress police is using real bullets now ! many have been injured taksim area is full of pepper gas and,"RT @slavafotografy: #istanbul is in #chaos. Police is using real bullets now! Many have been injured, taksim area is full of pepper gas and"
0,1,turkish police enter taksim square hundreds of turkish police in riot gear entered istanbul s taksim httpAddress httpAddress,Turkish Police Enter Taksim Square: Hundreds of Turkish police in riot gear entered Istanbul's Taksim Square... http://t.co/5pNIEFejOC
0,1,rt usrId police clear taksim square turkeys protests and the neoliberal market cole interview httpAddress,RT @jricole: Police Clear Taksim Square: Turkeys Protests and the Neoliberal Market (Cole interview) http://t.co/QfUbtzC2MX
1,1,rt usrId gas seems to have dispersed from taksim for httpAddress sad amp ,"RT @IvanCNN: gas seems to have dispersed from Taksim for now. Sad &amp; scary to see parents panicking with their children, running."
1,1,rt usrId #turkey live tear gas affected children inside divan hotel httpAddress via usrId usrId,RT @YourAnonNews: #Turkey live: Tear gas affected children inside Divan Hotel | http://t.co/0Gmv3eVfQE via @rqskye @mehmetbinay
0,1,my father told me when i was young riots are httpAddress it means httpAddress #occupygezi,"My father told me when I was young: ""Riots are good. It means change."" #occupygezi"
1,1,rt usrId reports from people in taksim that soldiers are giving out masks to protesters being attacked with tear gas by httpAddress,RT @BenjaminHarvey: Reports from people in Taksim that soldiers are giving out masks to protesters being attacked with tear gas by police. 
0,0,rt usrId wow oh httpAddress mt usrId this gif of the woman in the red dress from turkey is even more powerful than the httpAddress htt,RT @juliaccarpenter: Wow oh wow. MT @jcstearns This GIF of the woman in the red dress from Turkey is even more powerful than the still. htt
0,0,rt usrId someone catalog all the tear gas canister httpAddress let s find the companies responsible for profiting off of civilian httpAddress,RT @AnonyOps: Someone catalog all the tear gas canister labels. Let's find the companies responsible for profiting off of civilian attacks.
0,0,rpt moody s says turkey s credit risk to rise if protests go on httpAddress,RPT-Moody's says Turkey's credit risk to rise if protests go on http://t.co/YwwgwuDNWJ
0,1,rt usrId turkey latest silent standing man inspires protesters httpAddress,RT @Independent: Turkey latest: Silent 'standing man' inspires protesters http://t.co/pHPkviACsW
0,1,rt usrId erdogan for every 100 00 protesters i will bring out a million from my party httpAddress lol he sounds like m,"RT @YourAnonNews: Erdogan:For every 100,000 protesters,I will bring out a million from my party http://t.co/vinuy2v1fK LOL he sounds like M"
1,1,rt usrId another proof showing that akp s youth are in the streets with sticks in the hand beating up httpAddress #eylemvakti h,RT @Unidadpopular_a: Another proof showing that AKP's youth are in the streets with sticks in the hand beating up protesters. #EylemVakti h
0,1,rt usrId who are they who carry clubs in their hands and attack ppl with police answer it via usrId #turkey #occupygezi,RT @M_Aksut: Who are they who carry clubs in their hands and attack ppl with police - answer it via @BogusBill #turkey #occupygezi
0,0,rt usrId huge disconnect btwn what i m seeing in media about istanbul and what social media is httpAddress,RT @DanCassino: Huge disconnect btwn what I'm seeing in media about Istanbul and what social media is saying.
1,1,rt usrId usrId please spread the news erdogan supporter mobs attacking protesters police kindly escorting attackers httpAddress,"RT @mistral_ga: @YourAnonNews please spread the news: erdogan supporter mobs attacking protesters, police kindly escorting attackers http:/"
0,1,rt usrId for correct information in english from taksim solidarity only pay attention to the announcements made via this account,RT @TaksimSldrty: For correct information (in English) from Taksim Solidarity only pay attention to the announcements made via this account
0,0,ifj journalists call for international action to end crackdown on media in turkey httpAddress,[IFJ] Journalists Call for International Action to End Crackdown on Media in Turkey http://t.co/jbaFHQ3lLz
0,1,rt usrId #madonna stop the violence in turkey ! start a revolution of love ! tolerance human dignity and respect ! httpAddress,"RT @MadonnaNation: #Madonna: ""Stop the Violence in Turkey! Start a Revolution of LOVE! Tolerance=Human Dignity and Respect!"" http://t.co/0b"
0,1,rt usrId taksim now httpAddress,RT @VOT99: TAKSIM- NOW- http://t.co/DvdbTn9l8j
0,1,#opturkey the #anonymous spring of turkey httpAddress,#OpTurkey: The #Anonymous spring of Turkey http://t.co/h2ouAbbECt
0,0,der spiegel a country divided where is turkey headed ? httpAddress,Der Spiegel: A Country Divided: Where Is Turkey Headed? http://t.co/hHIVlkL8at
0,1,that is like war meeh httpAddress meh dafuq what is this chemicals ? #occupygezi,That is like war meeeh http://t.co/e2g1EbeWwX meh dafuq what is this chemicals? #Occupygezi
0,1,rt usrId sad to hear of the violence in httpAddress examine yr actions with yr heart amp ,"RT @russellcrowe: Sad to hear of the violence in Turkey. Examine yr actions with yr heart &amp; mind ,protestor &amp; policeman alike. Compassion o"
0,1,rt usrId turkish pm dictator erdogan blames twitter for unrest httpAddress what a coward ! #wearegezi #occupyturkey http,RT @GerAnon4113: Turkish PM Dictator Erdogan blames Twitter for Unrest http://t.co/dFPAF3sEEu What a coward! #WeAreGezi #OccupyTurkey http:
0,0,rt usrId #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing,RT @MarkABentley: #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing
0,1,rt usrId i asked erdogan supporters if they were worried their crowd would get tear httpAddress answer no the only people being gassed are,"RT @IvanCNN: I asked Erdogan supporters if they were worried their crowd would get tear gassed. Answer:no, the only people being gassed are"
0,0,rt usrId crazy to think these streets were filled with clashes DD hours httpAddress now thescene of happy pride httpAddress #istanbul httpAddress,RT @moniquejaques: Crazy to think these streets were filled with clashes 12 hours ago. Now thescene of happy pride march. #istanbul http://
0,0,rt usrId are you in taksim square ? share your httpAddress with us ! httpAddress,RT @guardianworld: Are you in Taksim square? Share your stories/pictures with us! https://t.co/1oVwDy7zsx
0,0,turkish police storm taksim square riot police fire teargas as protesters fight back government attempt to httpAddress httpAddress,Turkish police storm Taksim Square: Riot police fire teargas as protesters fight back government attempt to cl... http://t.co/TvRU0KcyCY
0,0,rt usrId rt usrId rt usrId incredible image illustrating size of protests in istanbul httpAddress !!,RT @GreatDismal: RT @catherine_mayer RT @GhaffarH: Incredible image illustrating size of protests in Istanbul - http://t.co/x6PAN7TzC1 [!!
0,1,rt usrId turkey top trend after erdogan s latest speech #1milyonyarintaksime 1milliontotaksimtomorrow,RT @BenjaminHarvey: Turkey top trend after Erdogan's latest speech: #1MilyonYarinTaksime (1MillionToTaksimTomorrow)
0,0,rt usrId after some called erdogan son of a whore seen in gezi we whores don t think he s our sonsigned sex httpAddress httpAddress,"RT @techsoc: After some called Erdogan ""son of a whore,"" seen in Gezi: ""We whores don't think he's our sonsigned, sex workers."" http://t."
0,1,rt usrId davide martello the piano man from istanbul usrId needs our support !! #occupygezi httpAddress,RT @DRY_germany: davide martello-the piano man from istanbul @Klavierkunst- needs our support!! #occupygezi http://t.co/Ih5YhIKuVv
0,1,rt usrId we will httpAddress rt usrId usrId yes main issue is taksim solidarity and ngos cannot convince those young people to leave,"RT @zeynep: We will see. RT @ikoker: @zeynep yes, main issue is taksim solidarity and ngos cannot convince those young people to leave"
1,1,rt usrId oh httpAddress just vitamins then ? usrId istanbul governor says they put medicine not chemicals in sprayed httpAddress #occupyg,"RT @arablit: Oh, sure. Just vitamins, then? @oemoral: Istanbul governor says they put ""medicine"" not ""chemicals"" in sprayed water. #OccupyG"
0,1,rt usrId istanbul united crowds from soccer clubs besiktas fbahce gsaray meet up on taksim #occupygezi via usrId httpAddress,"RT @VeselinV: Istanbul united: Crowds from soccer clubs Besiktas, FBahce, GSaray meet up on Taksim: #OccupyGezi via @AnonOpsLegion http://t"
1,1,rt usrId having spent afternoon around taksim police behavior worse than anything i ever saw in baku or tiflis past httpAddress sad d,RT @SabineFreizer: Having spent afternoon around Taksim: police behavior worse than anything I ever saw in Baku or Tiflis past 10yrs. Sad d
1,1,#stopgeziattack lawyers arrested today in turkey . word is watching httpAddress ..,#STOPGEZIATTACK lawyers arrested today in Turkey . Word is watching you. ..
0,1,speakers in gezi park calling on people across turkey to come out when erdogan returns at httpAddress make a lot of noise so that he can hear us,Speakers in Gezi Park calling on people across Turkey to come out when Erdogan returns at 9pm. 'Make a lot of noise so that he can hear us'
0,0,rt usrId chaos overtakes istanbul protests tear gas water cannons fireworks httpAddress details live on usrId tv .,"RT @CNN: Chaos overtakes Istanbul protests - tear gas, water cannons, fireworks: http://t.co/07acaiGTvJ Details live on @CNN TV."
1,1,rt usrId a pic from infirmary at taksim httpAddress httpAddress #occupyturkey #stopthisviolence,RT @DevrimGunduz: A pic from infirmary at Taksim Square. https://t.co/9UvGdzyW6m #OccupyTurkey #StopThisViolence
0,0,usrId usrId usrId hundred thousands and increasing at taksim square now usrId usrId usrId httpAddress,@OchiProp @LadyGoftheTAC @IvanCNN hundred thousands and increasing at taksim square now @CNNi @BBCWorld @nytimes http://t.co/5bOA5WgxO1
0,1,rt usrId as night falls in #turkey tensions are rising in #istanbul s httpAddress stay tuned to usrId for the latest httpAddress,"RT @msnbc: As night falls in #Turkey, tensions are rising in #Istanbul's #TaksimSquare. Stay tuned to @msnbc for the latest: http://t.co/8N"
0,0,rt usrId situation in front of divan hotel calmed httpAddress still not enough medics police closed the streets but stopped httpAddress,"RT @jalenz: Situation in Front of Divan Hotel calmed, relatively. Still Not enough Medics, Police closed the streets but stopped shooting. "
0,0,httpAddress now looping scene of protesters turning firefighters away from torched vehicle,http://t.co/aC1Kr3JfUp now looping scene of protesters turning firefighters away from torched vehicle
0,0,paulocoelho shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,"""@paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/G1geE2lNEn"""
0,1,turkey protesters and police clash over park httpAddress,Turkey: Protesters And Police Clash Over Park http://t.co/5wQ9RTNM4F
0,0,rt usrId #turkey must halt brutal police repression and investigate abuses at istanbul protest httpAddress #humanrights,RT @AmnestyOnline: #Turkey must halt brutal police repression and investigate abuses at Istanbul protest http://t.co/WghKhtJifL #HumanRights
1,1,rt usrId a shopping mall opened its doors to people running away from gas httpAddress #occupygezi #direngezipark,RT @ilousion: a shopping mall opened its doors to people running away from gas https://t.co/fGYSspbYQK #occupygezi #direngezipark
0,0,bbc clashes at istanbul park protest httpAddress,BBC : Clashes at Istanbul park protest http://t.co/KBxlId7IBy
0,0,rt usrId follow ht s #direnankara #direngazi #direngazimahallesi,RT @AnonymousWWN: FOLLOW HT's #direnankara #direngazi #direngazimahallesi
0,0,rt usrId turkeys ak party rules out early polls as mass protests renew httpAddress via usrId #akp,RT @AlArabiya_Eng: Turkeys AK Party rules out early polls as mass protests renew http://t.co/zE1V5POSPI via @AlArabiya_Eng #AKP
0,1,german court says won t be swayed by ecb bond buying success httpAddress #occupygezi,German court says won't be swayed by ECB bond-buying success http://t.co/UPBR3FovZ8 #occupygezi
0,0,rt usrId cnn gezi 4 httpAddress mehmet ali alabora s lies and accusations about turkiye and httpAddress http httpAddresshttpAddresst . cohttpAddressbjnlqhp6yn cnn is a big l,RT @TarkanNisanci: CNN_: Gezi-4 / Mehmet ali Alabora's lies and accusations about Turkiye and Tur...: http://t.co/BJNLqHp6yN CNN is a big l
0,0,rt usrId in taksim square where are the kurds ? httpAddress via usrId usrId,"RT @SlaughterAM: In Taksim Square, Where Are the Kurds? http://t.co/XnzbpYdFTH via @NewYorker @callysally"
0,0,rt usrId mustafa kemal ataturk was turkey s greatest and forward thinking leader he would never allow what is happening right now in,"RT @sebroche: Mustafa Kemal Ataturk was Turkey's greatest and forward thinking Leader, he would never allow what is happening right now in "
0,0,rt usrId mexico city to istanbul ? no httpAddress distance is a worry of the past httpAddress skype premium httpAddress httpAddress,RT @Skype: Mexico City to Istanbul? No problem. Distance is a worry of the past w/ Skype Premium: http://t.co/PlQwd12xZ2 http://t.co/FnUQSo
0,1,rt usrId a dream you dream alone is only a httpAddress a dream you dream together is httpAddress lennon #occupygezi #gezipark,"RT @senayataselim: A dream you dream alone is only a dream. A dream you dream together is reality.
John Lennon #OccupyGezi #GeziPark"
0,0,rt usrId my birgn article in english on httpAddress thanks to free news of the world ! httpAddress jun DD 18 53 07 00 2013 rt usrId turkey protests and art and design of protest httpAddress a bit of art school relevance httpAddress #wsa 342715812085366786 thu jun DD 18 53 11 00 2013 rt usrId erdogan wounded not felled by turkish protests reuters 342715848873607169 thu jun DD 18 53 20 00 2013 dazedmagazine as riots continue to cause uproar in #turkey trafalgar square hosts its own version of protest httpAddress,"RT @ETemelkuran: My Birgn article in English on resistance. Thanks to Free News of the world! http://t.co/K6sSd7acTR
342715793462657024,Thu Jun 06 18:53:07 +0000 2013,RT @juspar: Turkey protests and art and design of protest: http://t.co/rc7fisein4 (a bit of art school relevance there...) #WSA
342715812085366786,Thu Jun 06 18:53:11 +0000 2013,""RT @koraycaliskan: Erdogan wounded, not felled, by Turkish protests (REUTERS)
342715848873607169,Thu Jun 06 18:53:20 +0000 2013,""""@DazedMagazine: As riots continue to cause uproar in #Turkey, Trafalgar Square hosts its own version of protest: http://t.co/cKpIphCL5M"""
0,0,rt usrId the walking crowd stretches right into taksim definitely several thousand on httpAddress no open police presence on ist,"RT @AChristieMiller: The walking crowd stretches right into Taksim, definitely several thousand on Istiklal. No open police presence on Ist"
0,0,rt usrId please tell international media you want coverage of the brutal crackdown on protests in #ankara httpAddress via usrId,"RT @YourAnonNews: Please tell international media you want coverage of the brutal crackdown on protests in #Ankara, Turkey. via @sirinduygu"
0,0,#news #anarchy #alt san francisco police swarm gezi gardens to prevent re occupation as httpAddress httpAddress #retweet #current,#news #anarchy #alt San Francisco Police Swarm Gezi Gardens to Prevent Re-Occupation: As wit... http://t.co/MCRPybCZzu #retweet #current
0,0,rt usrId i m so disappointed for the events happened at taksim my heart is with all turkish httpAddress,"RT @TomasUjfa: I m so disappointed for the events happened at taksim,my heart is with all Turkish people.."
0,0,rt usrId thousands of fenerbahce fans marching to taksim httpAddress httpAddress httpAddress,RT @FootballFunnys: Thousands of Fenerbahce fans marching to Taksim Square. Wow. http://t.co/gxkjKQG8Tg
0,0,rt usrId istanbul s stock exchange and the turkish lira fell sharply today as protests enter a fourth httpAddress httpAddress,RT @CNBC: Istanbul's stock exchange and the Turkish lira fell sharply today as protests enter a fourth day. http://t.co/Kujs192Kno
1,1,rt usrId timeline of events in #turkey police escalate attacks on #healthcare workers and doctors httpAddress via,"RT @IntelligenceHub: Timeline of Events in #Turkey: Police Escalate Attacks, on #Healthcare Workers and Doctors http://t.co/jUuLVB1HOH via"
1,1,rt usrId the woman in red being sprayed by tear gas in that iconic photo in istanbul is academic ceyda httpAddress httpAddress,"RT @colettebrowne: The ""woman in red"", being sprayed by tear gas in that iconic photo in Istanbul, is academic Ceyda Sungur. http://t.co/cf"
1,1,rt usrId oracle s bob evans #cloudexpo session standing room httpAddress httpAddress #cloud #occupygezi,RT @CloudExpo: Oracle's Bob Evans #CloudExpo session standing room only. http://t.co/y6OOauOPKF #Cloud #occupygezi
1,1,rt usrId reports of gas being sprayed on protesters gathering in httpAddress at this rate istanbul needs a gas forecast added to weathe,"RT @zeynep: Reports of gas being sprayed on protesters gathering in Istiklal. At this rate, Istanbul needs a ""gas forecast"" added to weathe"
0,0,usrId #turkishpm holds #olivebranch to httpAddress #turkey #world #breakingnow httpAddress,"@rightnowio_feed 
#TurkishPM holds #olivebranch to protesters. #Turkey #world #breakingnow http://t.co/gdQJ2hqNuK"
0,0,rt usrId more than DD people arrested during two days of anti government protests in turkey say police httpAddress,"RT @BBCWorld: More than 900 people arrested during two days of anti-government protests in Turkey, say police http://t.co/oUfKrvIYSv"
0,0,looking at erdogan attacking peaceful protesters one can only imagine what ak would have done if flotilla would have invaded turkey waters,Looking at Erdogan attacking peaceful protesters one can only imagine what AK would have done if Flotilla would have invaded Turkey waters
0,0,rt usrId good analysis and context on turkish protests httpAddress httpAddress,RT @madianou: good analysis and context on turkish protests http://t.co/mQ6oyDgihm http://t.co/smeRlDlCHG
0,1,rt usrId turkcell we received political pressure to block communications in turkey httpAddress #ireport #occupygezi,RT @dzmchangemaker: Turkcell: We received political pressure to block communications in Turkey http://t.co/zdHJk3mlRd #ireport #occupygezi
1,1,peaceful protest over istanbul park turns violent as police crack down httpAddress,Peaceful Protest Over Istanbul Park Turns Violent as Police Crack Down http://t.co/nJPEax1x0O
